炒鸡 炒的 炒蛋 特别 特的 特么 很不 很是 很的 酱鸡 酱油 酱常 是很 是好 是太 很 好
颠簸 颠荡 颠晃 翻簸 翻晃 翻摆 摇簸 摇晃 摇曳 晃簸 晃荡 晃晃 折簸 折荡 折腾 簸 颠
老油 老板 老总 卧槽 卧油 卧啊 矮油 矮哥 矮啊 阿油 阿姨 阿哥 大油 大哥 大神 哦 哎
彼此 彼彼 彼得 互相 互不 互为 相互 相对 相此 此此 此彼 此是 这是 这此 这样 是 不
纵然 纵而 纵虽 縱然 縱虽 縱便 即便 即使 即然 尽管 尽然 尽便 虽然 虽虽 虽说 然 虽
愕然 愕而 愕当 诧然 诧异 诧愧 讶然 讶惊 讶于 茫然 茫茫 茫惑 惊然 惊讶 惊诧 然 愕
惊愕 惊讶 惊诧 震愕 震诧 震惊 诧异 诧愕 诧惊 愕然 愕惑 愕异 吃愕 吃讶 吃惊 愕 怔
仓惶 仓慌 仓[UNK] 匆惶 匆慌 匆忙 惶惶 惶恐 惶[UNK] 惊惶 惊慌 惊恐 倉惶 倉慌 倉惕 惶 慌
僻静 僻靜 僻默 寂静 寂寞 寂寂 安静 安稳 安逸 幽静 幽默 幽僻 偏静 偏僻 偏远 静 僻
平庸 平凡 平淡 普庸 普通 普凡 庸俗 庸庸 庸碌 粗庸 粗糙 粗凡 压庸 压凡 压抑 庸 平
伶俐 伶巧 伶明 聪明 聪俐 聪慧 俐俐 俐巧 俐钝 敏俐 敏感 敏锐 优秀 优良 优俐 俐 好
黯淡 黯暗 黯沉 暗淡 暗沉 暗暗 淡淡 淡暗 淡薄 昏暗 昏淡 昏沉 沉淡 沉默 沉闷 淡 他
魁梧 魁厚 魁壮 强梧 强壮 强大 粗梧 粗壮 粗大 苍梧 苍壮 苍厚 彪梧 彪悍 彪壮 魁 梧
喧闹 喧嚣 喧乱 吵闹 吵乱 吵吵 繁闹 繁嚣 繁忙 嘈闹 嘈乱 嘈攘 聒闹 聒嚣 聒噪 闹 喧
缜密 缜谨 缜细 严密 严肃 严谨 深入 深刻 深度 仔细 仔密 仔致 细致 细心 细细 再 的
轻盈 轻佻 轻松 輕盈 輕轻 輕润 纤盈 纤细 纤纤 微盈 微轻 微微 清闲 清盈 清轻 轻 盈
丰腴 丰厚 丰盛 肥腴 肥厚 肥胖 微腴 微胖 微肥 娴腴 娴熟 娴厚 饱腴 饱满 饱厚 丰 腴
巍峨 巍伟 巍巍 苍峨 苍壮 苍苍 壮观 壮丽 壮美 峨峨 峨巍 峨丽 雄伟 雄峨 雄壮 峨 巍
璀璨 璀烁 璀灿 灿璨 灿烂 灿灿 闪烁 闪耀 闪亮 辉璨 辉煌 辉灿 耀眼 耀璨 耀目 璨 美
凌厉 凌厲 凌击 严厉 严峻 严谨 凶猛 凶厉 凶狠 猛烈 猛厉 猛进 强劲 强大 强势 猛 厉
[UNK][UNK] [UNK]车 [UNK]? 衣[UNK] 衣他 衣服 黑色 黑[UNK] 黑白 长[UNK] 长袖 长袍 ?[UNK] ?? ?他 [UNK] 他
耿直 耿坦 耿正 垂直 垂坦 垂耿 忠直 忠实 忠耿 直直 直爽 直率 正直 正义 正经 耿 直
狰狞 狰狰 狰凸 狞狞 狞狰 狞[UNK] 虬狞 虬狰 虬獰 恐狞 恐怖 恐惧 荒狞 荒诞 荒烂 狞 狰
落寞 落寂 落魄 寂寞 寂寂 寂寥 失寞 失落 失寂 遗寞 遗憾 遗寂 败寞 败寂 败闷 落 寞
孤寂 孤独 孤寞 寂寞 寂寂 寂凉 独寂 独独 独寞 寒寂 寒冷 寒暄 冷寂 冷寞 冷漠 寂 孤
闲暇 闲休 闲余 閒暇 閒余 閒闲 休暇 休闲 休余 忙暇 忙的 忙余 空暇 空闲 空余 的 暇
谦恭 谦逊 谦虚 低调 低贱 低傲 诚恳 诚实 诚信 随和 随意 随性 温和 温柔 温顺 好 直
嚣张 嚣大 嚣狂 跋扈 跋张 跋残 骄傲 骄横 骄张 贪婪 贪心 贪利 猖狂 猖獗 猖扈 贪 强
谦逊 谦卑 谦遜 謙逊 謙卑 謙雅 虚逊 虚谦 虚伪 谨慎 谨逊 谨虚 敬业 敬逊 敬畏 谦 好
传神 传奇 传情 精神 精致 精湛 感神 感人 感情 神奇 神秘 神神 写神 写情 写真 神 的
精壮 精硕 精悍 健壮 健硕 健康 粗壮 粗犷 粗糙 强壮 强大 强悍 优壮 优秀 优雅 壮 精
矫健 矫壮 矫正 纠健 纠正 纠壮 矯健 矯壮 矯康 坚健 坚毅 坚韧 纤健 纤细 纤长 新 快
敦实 敦厚 敦诚 腼实 腼腆 腼嫩 沉实 沉默 沉稳 温实 温柔 温暖 坚实 坚强 坚固 敦 实
阔绰 阔足 阔济 富裕 富有 富绰 豪爽 豪华 豪门 宽绰 宽裕 宽阔 伟绰 伟大 伟洒 绰 阔
馥郁 馥厚 馥鬱 浓郁 浓浓 浓厚 氤郁 氤氲 氤[UNK] 郁郁 郁馥 郁浓 滋郁 滋芳 滋厚 馥 那
醇厚 醇薄 醇重 浓厚 浓郁 浓烈 鲜厚 鲜甜 鲜美 厚厚 厚重 厚醇 清甜 清醇 清香 醇 厚
优渥 优秀 优惠 丰厚 丰富 丰裕 高了 高贵 高兴 宽松 宽容 宽裕 平等 平庸 平民 好 高
蹩脚 蹩烂 蹩蛋 精彩 精美 精致 优秀 优美 优雅 好看 好玩 好听 高级 高尚 高端 好 烂
卑劣 卑鄙 卑恶 低劣 低贱 低俗 极劣 极端 极恶 龌劣 龌龊 龌恶 鄙劣 鄙视 鄙夷 劣 坏
工整 工齐 工全 完整 完美 完全 整整 整齐 整。 平整 平匀 平齐 写整 写齐 写好 整 工
肤浅 肤层 肤深 浅薄 浅浅 浅层 薄浅 薄弱 薄涩 稚浅 稚嫩 稚涩 幼浅 幼稚 幼薄 浅 深
斐然 斐极 斐样 颇然 颇高 颇佳 卓然 卓越 卓著 拔然 拔萃 拔出 不然 不俗 不凡 斐 高
稀罕 稀稀 稀珍 珍稀 珍贵 珍罕 罕有 罕见 罕稀 宝贵 宝稀 宝罕 难得 难找 难卖 稀 罕
[UNK]长 [UNK]短 [UNK]大 较长 较短 较小 纤长 纤细 纤小 过长 过大 过瘦 修长 修美 修身 长 好
魁梧 魁壮 魁盛 粗梧 粗壮 粗瘦 强壮 强大 强梧 苍梧 苍壮 苍弱 肥梧 肥胖 肥大 壮 胖
幽咽 幽啜 幽急 哽咽 哽噎 哽哑 凄惨 凄凉 凄咽 沉沉 沉闷 沉重 清脆 清晰 清甜 哭 们
急剧 急遽 急速 迅速 迅剧 迅猛 突然 突剧 突速 骤然 骤剧 骤速 猛剧 猛然 猛速 急 再
和煦 和暖 和蔼 温暖 温和 温柔 舒适 舒缓 舒煦 祥和 祥煦 祥人 美丽 美好 美妙 煦 爱
姣好 姣优 姣般 良好 良美 良般 美好 美丽 美貌 靓好 靓丽 靓美 窈好 窈窕 窈佳 好 姣
粗劣 粗糙 粗莠 细劣 细糙 细腻 不高 不好 不佳 恶劣 恶差 恶化 很差 很好 很低 粗 差
煞白 煞黑 煞黄 颇白 颇黑 颇黄 漆白 漆黑 漆黄 俱白 俱黑 俱黄 发白 发黑 发黄 煞 白
别致 别緻 别味 独致 独特 独立 异致 异彩 异味 別致 別品 別彩 特色 特致 特别 的 别
独到 独特 独立 专到 专业 专家 颇到 颇多 颇深 犀到 犀特 犀利 特到 特特 特别 到 多
上乘 上升 上班 可乘 可靠 可控 优乘 优良 优质 下乘 下升 下降 高乘 高品 高良 上 好
拗口 拗嘴 拗句 难听 难读 难懂 不懂 不对 不好 粗口 粗糙 粗俗 俚口 俚俗 俚语 拗 难
空泛 空白 空广 抽象 抽泛 抽单 广泛 广阔 广袤 宽泛 宽阔 宽广 庞泛 庞杂 庞广 泛 空
在理 在情 在实 再好 再对 再理 不对 不理 不错 没理 没错 没用 真好 真对 真理 在 理
将就 将到 将也 把握 把持 把就 等待 等死 等着 失望 失败 失落 就这 就等 就赌 赌 哭
活络 活动 活塞 死活 死转 死死 运转 运行 运动 松动 松紧 松力 灵活 灵敏 灵动 活 转
熟悉 熟稔 熟熟 陌生 陌悉 陌稔 悉悉 悉稔 悉熟 习悉 习惯 习稔 了解 了悉 了稔 熟 悉
缱绻 缱氲 缱缱 绵绻 绵绵 绵缱 绻绻 绻缱 绻袅 袅绻 袅袅 袅氲 柔绻 柔柔 柔绵 ， 缱
祥和 祥谐 祥平 和谐 和睦 和和 谐和 谐谐 谐合 睦和 睦睦 睦谐 平和 平衡 平静 而 和
周详 周密 周熟 详详 详细 详尽 细详 细致 细心 严详 严密 严彻 精详 精密 精细 的 性
丰硕 丰厚 丰富 优秀 优异 优质 巨硕 巨大 巨额 富硕 富有 富贵 辉硕 辉煌 辉耀 新 好
可憎 可恶 可爱 不憎 不可 不爱 难憎 难恨 难恶 无憎 无厌 无爱 愚憎 愚爱 愚恶 憎 可
碍眼 碍目 碍人 礙眼 礙目 礙看 挡眼 挡目 挡人 难看 难见 难找 惹眼 惹目 惹人 碍 眼
蹊跷 蹊蹊 蹊稽 奇跷 奇葩 奇怪 诡跷 诡异 诡稽 跷跷 跷蹊 跷事 尴跷 尴尬 尴奇 跷 蹊
诡秘 诡异 诡奇 怪异 怪秘 怪怪 奇秘 奇怪 奇异 恐怖 恐秘 恐怕 神秘 神奇 神怪 新 秘
不济 不孝 不用 家穷 家里 家中 困难 困济 困境 无济 无力 无钱 失业 失钱 失济 济 穷
枉然 枉于 枉竟 徒然 徒劳 徒增 空然 空的 空白 苦然 苦于 苦的 虚然 虚的 虚了 然 枉
服帖 服贴 服服 舒服 舒帖 舒适 适帖 适合 适当 便帖 便携 便便 自帖 自然 自由 好 薄
歹毒 歹辣 歹猾 恶毒 恶劣 恶心 好毒 好狠 好心 毒毒 毒恶 毒辣 狡猾 狡毒 狡诈 毒 歹
暴虐 暴残 暴力 狂虐 狂暴 狂妄 粗暴 粗虐 粗鄙 野蛮 野兽 野狂 虐待 虐暴 虐杀 虐 暴
怯懦 怯弱 怯怯 懦弱 懦懦 懦怯 胆怯 胆懦 胆小 勇敢 勇懦 勇气 腼懦 腼腆 腼怯 懦 怯
聪颖 聪穎 聪捷 愚颖 愚薄 愚慧 敏颖 敏捷 敏锐 聰颖 聰穎 聰捷 智颖 智慧 智捷 颖 ，
龌龊 龌蹉 龌[UNK] 肮龊 肮脏 肮秽 猥琐 猥龊 猥亵 龊龊 龊龌 龊心 不龊 不良 不耻 龌 龊
式微 式小 式弱 模微 模弱 模小 低微 低迷 低靡 微弱 微微 微妙 变微 变弱 变小 微 式
无恙 无忧 无碍 有恙 有忧 有喜 不恙 不忧 不疑 無恙 無忧 無患 之恙 之忧 之故 无 [UNK]
称心 称手 称意 誉心 誉意 誉身 令心 令人 令您 名心 名手 名意 带心 带来 带松 称 心
皎洁 皎潔 皎洗 璀璨 璀洁 璀耀 洁白 洁亮 洁净 绚洁 绚丽 绚烂 灿洁 灿烂 灿丽 洁 皎
招牌 招板 招式 名牌 名菜 名字 标牌 标名 标品 牌牌 牌子 牌菜 品牌 品味 品名 牌 菜
急切 急迫 急着 紧切 紧张 紧迫 迫切 迫刻 迫躁 躁切 躁动 躁着 殷切 殷刻 殷促 样 切
婀娜 婀然 婀婷 娉娜 娉婷 娉[UNK] 姿娜 姿态 姿丽 窈娜 窈窕 窈[UNK] 蜿娜 蜿蜒 蜿然 婀 ，
空阔 空旷 空宽 平阔 平静 平坦 宽阔 宽广 宽大 广阔 广袤 广大 苍茫 苍白 苍蓝 蓝 大
不同 不实 不定 类似 类型 类别 相反 相似 相对 其他 其它 其余 可靠 可能 可信 言之凿凿 说之凿凿 不甚为人 意味相当 非常有说
稠密 稠盛 稠集 密集 密稠 密密 稀少 稀缺 稀密 集中 集密 集散 浓密 浓盛 浓稠 多 密
狡黠 狡猾 狡拙 猾黠 猾猾 猾狡 诡黠 诡猾 诡谲 聪黠 聪明 聪猾 敏黠 敏捷 敏感 ， 狡
给力 给劲 给人 稳力 稳定 稳劲 强力 强大 强劲 让力 让人 让劲 满力 满意 满足 给 好
酱紫 酱红 酱黄 紫紫 紫红 紫黄 黄紫 黄褐 黄红 桔紫 桔红 桔黄 淡紫 淡黄 淡红 紫 酱
嗨森 嗨啊 嗨的 激森 激动 激情 想玩 想死 想笑 爽森 爽啊 爽的 疯森 疯狂 疯了 嗨 帅
捉急 捉紧 捉快 难办 难熬 难过 费劲 费力 费心 可怕 可惜 可悲 伤心 伤人 伤感 难 急
好滴 好的 好啊 对了 对的 对啊 呵呵 呵哒 呵哈 是的 是啊 是滴 哈哈 哈的 哈啊 滴 的
131##4 131##5 131##3 130##4 130##5 130##3 成功 成绩 成长 好运 好孕 好心 快乐 快快 快运 成功，祝 大家都能 兔兔们都 开出好的 游的好，
鸡动 鸡情 鸡心 心动 心疼 心痒 狗动 狗血 狗叫 蛋动 蛋疼 蛋碎 不动 不错 不懂 动 鸡
非懂 非会 非解 不懂 不会 不通 未懂 未知 未来 错误 错了 错懂 似懂 似会 似了 似懂非懂 非懂而不 像懂懂懂 若懂非懂 不懂而不
打紧 打牢 打死 不紧 不打 不松 没紧 没事 没用 关紧 关注 关心 紧张 紧紧 紧急
安然 安全 安恙 无恙 无辜 无忧 平安 平然 平静 健康 健全 健好 有恙 有了 有爱 安然无恙 平然无恙 心存平安 健然无恙 浑然无恙
葱茏 葱葱 葱荫 繁茏 繁茂 繁葱 盎然 盎茏 盎萋 茏葱 茏茏 茏郁 葳茏 葳蕤 葳葱 葱 茏
蓬松 蓬鬆 蓬麻 松软 松松 松紧 勃松 勃发 勃起 粗糙 粗松 粗长 慵松 慵懒 慵[UNK] 松 蓬
真挚 真摯 真诚 纯挚 纯朴 纯粹 深挚 深摯 深厚 虚挚 虚伪 虚诚 实挚 实在 实诚 真 挚
崎岖 崎嶇 崎蜒 陡岖 陡峭 陡蜒 蜿蜒 蜿岖 蜿坷 艰岖 艰难 艰蜒 迂岖 迂蜒 迂曲 岖 陡
豪迈 豪邁 豪敞 勇迈 勇壮 勇气 壮迈 壮阔 壮志 慷迈 慷壮 慷阔 奔迈 奔放 奔畅 迈 豪
肃静 肃靜 肃动 松静 松动 松默 甘静 甘默 甘定 静静 静谧 静寂 寂静 寂寞 寂寂 静 肃
诚恳 诚挚 诚实 誠恳 誠挚 誠诚 恳恳 恳诚 恳的 真恳 真诚 真挚 忠恳 忠诚 忠实 诚 恳
典雅 典美 典韵 优雅 优美 优秀 雅致 雅典 雅雅 庄雅 庄重 庄园 华雅 华丽 华美 典 雅
古朴 古老 古拙 原来 原有 原本 老旧 老式 老朴 清新 清洁 清朴 传统 传朴 传奇 新 他
澄澈 澄澄 澄晰 清澈 清晰 清澄 浑澈 浑浊 浑澄 澈澈 澈澄 澈净 恬澈 恬澄 恬净 澈 澄
喧闹 喧乱 喧攘 繁闹 繁忙 繁华 嘈闹 嘈杂 嘈乱 吵闹 吵乱 吵嚷 聒闹 聒乱 聒攘 闹 喧
聪慧 聪明 聪捷 智慧 智明 智巧 敏捷 敏感 敏慧 明慧 明智 明朗 可爱 可人 可亲 慧 聪
黯然 黯伤 黯郁 神伤 神凉 神痛 难过 难忘 难受 悲伤 悲痛 悲凉 心痛 心酸 心伤 黯然神伤 怅然神伤 潸然神伤 忽然不能 豁然神伤
狂喜 狂欢 狂怒 疯喜 疯狂 疯怒 惊喜 惊讶 惊笑 骄喜 骄傲 骄恨 癫喜 癫狂 癫郁 狂 喜
遗忘 遗弃 遗失 丢忘 丢失 丢弃 忘记 忘忘 忘却 遺忘 遺弃 遺记 淘忘 淘汰 淘弃 忘 遗
愉悦 愉快 愉悅 爽悦 爽快 爽悅 喜悦 喜悅 喜欢 悦悦 悦目 悦快 舒悦 舒快 舒阔 悦 样
极品 极级 极致 绝品 绝妙 绝代 極品 極级 極宝 超品 超级 超强 终品 终极 终级 极 品
放宽 放松 放窄 扩宽 扩大 扩展 缩宽 缩窄 缩大 宽宽 宽松 宽广 开宽 开放 开拓 宽 放
棘手 棘心 棘难 艰手 艰难 艰辛 矛手 矛盾 矛头 难手 难过 难受 紧手 紧张 紧要 手 棘
辣辣 辣热 辣椒 火辣 火热 火烧 炙热 炙烤 炙灼 热辣 热烈 热热 刺辣 刺热 刺激
莫名 莫妙 莫然 其妙 其名 其莫 无语 无名 无聊 不妙 不名 不懂 妙名 妙妙 妙奇 莫名其妙 无名其妙 不名其妙 异名其妙 特名其妙
利索 利条 利快 便索 便捷 便利 顺索 顺利 顺捷 清索 清洁 清晰 干索 干净 干利 利 的
凄惨 凄苦 凄凉 悲惨 悲痛 悲伤 惨痛 惨惨 惨烈 艰惨 艰苦 艰难 尴惨 尴尬 尴窘 惨 痛
滚圆 滚满 滚直 圆圆 圆满 圆了 更圆 更大 更小 飞圆 飞转 飞快 很圆 很大 很小 圆 滚
慢条 慢理 慢路 缓条 缓慢 缓理 快条 快理 快路 整条 整理 整个 斯理 斯人 斯路 慢条斯理 一条斯理 快条斯理 缓条斯理 两条斯理
烦躁 烦燥 烦恼 狂躁 狂热 狂怒 急躁 急燥 急热 脏躁 脏燥 脏乱 恼躁 恼怒 恼火 躁 烦
憨哦 憨啊 憨憨 可爱 可怜 可人 呆萌 呆憨 呆气 好的 好憨 好看 搞笑 搞怪 搞憨 憨 萌 帅
浩瀚 浩淼 浩渺 巨瀚 巨大 巨阔 璀瀚 璀璨 璀淼 漫长 漫瀚 漫漫 伟大 伟瀚 伟丽 瀚 浩
魁梧 魁硕 魁壮 健梧 健壮 健硕 肥梧 肥厚 肥壮 粗梧 粗壮 粗弱 强梧 强壮 强大 魁 高
刚毅 刚强 刚韧 坚毅 坚韧 坚强 硬毅 硬韧 硬强 剛毅 剛韧 剛强 强毅 强悍 强硬 毅 刚
伶俐 伶巧 伶仃 俐俐 俐巧 俐齿 聪俐 聪慧 聪明 犀俐 犀利 犀巧 漂俐 漂亮 漂巧 俐 伶
荒蛮 荒谬 荒烂 狂蛮 狂狂 狂猛 疯蛮 疯狂 疯谬 恐蛮 恐怖 恐狂 悠蛮 悠狂 悠谬 荒 新
渴盼 渴望 渴待 盼盼 盼望 盼待 希盼 希望 希待 期盼 期待 期望 欲盼 欲望 欲待 盼 爱
菜沪 菜海 菜浙 海南 海鲜 海味 .沪 .海 .浙 ?沪 ?海 ?浙 料沪 料海 料浙 沪 海 浙
甜蜜 甜甜 甜美 美蜜 美丽 美甜 蜜蜜 蜜甜 蜜馨 圆蜜 圆满 圆美 温馨 温暖 温甜 甜 蜜
端庄 端莊 端甜 奢华 奢侈 奢庄 高端 高贵 高雅 雅庄 雅致 雅尚 昂贵 昂庄 昂尚 端 庄
标致 标准 标注 精致 精彩 精神 高致 高雅 高贵 清致 清晰 清纯 標致 標满 標腻 致 很
崭新 崭老 崭鲜 创新 创造 创意 新生 新奇 新鲜 全新 全球 全明 嶄新 嶄鲜 嶄旧 新 旧
搜索 搜寻 搜找 寻找 寻索 寻求 打开 打算 打索 探索 探寻 探测 查找 查询 查看 搜 看
慎重 慎视 慎轻 谨重 谨慎 谨忌 严重 严慎 严谨 麻重 麻烦 麻谨 重要 重视 重重 重 慎
罕至 罕见 罕有 人迹 人稀 人知 奇迹 奇丽 奇妙 稀有 稀少 稀缺 神秘 神奇 神圣 人迹罕至 名迹罕至 原始而又 地迹罕至 罕迹而又
鼎沸 鼎鸣 鼎烈 人声 人多 人潮 声沸 声鼎 声响 沸腾 沸闹 沸声 攒沸 攒鸣 攒闹 人声鼎沸 声声鼎沸 气声鼎沸 情声鼎沸 热声鼎沸
徘徊 徘豫 徘躇 犹豫 犹徊 犹留 踟徊 踟[UNK] 踟躇 坚徊 坚持 坚豫 纠徊 纠缠 纠豫 徊 徘
唯恐 唯怕 唯惧 惟恐 惟怕 惟惧 担心 担忧 担怕 只恐 只怕 只想 贪恐 贪怕 贪惧 怕 恐
